Gender	Age	AN_1	AN_2	AN_3	AN_4	AN_5	AN_6	AN_7	AN_8	AC_1	AC_2	AC_3	AC_4	AC_5	AC_6*	AC_7	AC_8	AC_9*	AC_10	AC_11	RATE_WITCH	MR_1	MR_2	MR_3	MR_4	MR_5	MR_6	MR_7	MR_8	MR_9	MR_10	MR_11	MR_12	MR_13	SBS_1	SBS_2	SBS_3	SBS_4	SBS_5	SBS_6	AM_1	AM_2	AM_3	AM_4	AM_5	AM_6	AM_7	AM_8	AM_9	AM_10	AM_11	AM_12	AM_13	AM_14	AM_15	IRI_2:EC	IRI_3:PT*	IRI_4:EC*	IRI_8:PT	IRI_9:EC	IRI_11:PT	IRI_14:EC*	IRI_15:PT*	IRI_18:EC*	IRI_20:EC	IRI_21:PT	IRI_22:EC	IRI_25:PT	IRI_28:PT	REL	EDU	EXP1	EXP2	EXP3	RHAB
Male	25	3	3	2	4	2	2	3	3	4	5	4	3	4	3	5	4	4	3	3	A	4	3	3	5	5	5	5	5	4	4	4	4	4	1	1	1	1	1	1	0	2	4	0	5	4	4	5	4	2	2	2	1	2	1	7	4	4	4	4	4	3	3	3	4	3	3	4	5	Catiloc	Junior High School / Middle School	2	1	1	0
Female	22	3	5	5	5	3	1	5	2	7	7	5	5	5	6	4	7	7	6	3	B	3	2	4	1	4	3	2	2	4	2	2	2	2	4	4	4	4	4	4	0	7	5	0	7	8	5	0	3	10	8	9	5	5	6	7	5	1	4	7	3	1	1	1	7	5	7	4	5	Christian 	Junior High School / Middle School	2	1	1	10
Male	45	2	4	2	4	2	3	2	2	7	7	3	7	7	2	7	7	1	4	6	A	2	5	3	3	3	2	3	3	3	2	1	3	3	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	6	5	3	5	6	5	3	5	2	5	5	3	2	3	Catholic 	University / College / Undergraduate School (Bachelor Degree)	3	2	1	10
Male	56	2	2	2	2	1	1	1	1	6	6	4	6	6	3	3	6	3	6	4	B	1	1	1	1	1	1	1	1	3	1	1	1	1	4	4	4	4	4	4	1	7	0	0	0	1	1	0	0	1	0	6	0	0	5	5	4	3	7	5	2	2	2	2	2	4	2	2	5	Baptist	Junior High School / Middle School	2	4	1	6
Female	59	3	4	3	4	4	4	4	1	7	6	4	6	5	6	6	6	3	6	3	A	2	3	2	2	2	2	1	2	2	1	1	3	2	4	3	4	3	4	4	2	6	0	0	4	7	0	0	0	6	0	7	0	0	9	7	1	6	6	6	6	2	4	1	7	7	6	5	5	Methodist	Graduate University / Professional School (Master's Degree, Doctoral Degree)	5	1	1	0
Male	40	5	4	5	5	5	4	5	5	7	7	7	7	7	7	7	7	1	7	7	A	2	1	4	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	1	1	7	1	7	1	1	1	7	7	7	7	7	Christianity 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	2	3	10
Male	57	4	4	2	4	4	4	4	2	7	7	1	4	3	7	5	7	1	7	4	A	4	6	6	6	6	6	2	2	6	5	2	6	4	4	4	4	4	4	4	5	10	0	0	5	6	0	7	5	7	5	10	5	5	7	6	5	1	4	6	6	1	6	2	6	5	4	4	5	Christian	Vocational School / Technical College / Communication College (Associate Degree)	5	1	1	10
Female	35	5	5	5	5	5	5	5	5	4	1	4	4	1	6	1	1	5	1	1	B	7	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	5	5	5	0	5	8	0	5	5	8	8	8	8	8	8	7	7	1	7	7	7	1	7	1	7	7	7	7	7	Christian	Other	5	2	2	5
Female	51	4	4	4	4	2	4	4	3	7	7	7	7	1	3	7	7	1	7	1	A	7	7	7	7	7	7	7	3	7	7	7	7	7	4	4	4	4	4	4	0	3	0	0	0	4	0	0	0	2	0	2	0	0	2	5	4	4	5	5	5	3	5	5	5	5	4	3	5	christian	Vocational School / Technical College / Communication College (Associate Degree)	2	1	1	2
Male	50	4	3	4	4	3	4	4	3	5	4	4	4	4	5	3	4	4	3	3	B	4	4	4	4	4	4	4	4	4	4	4	4	4	3	2	3	3	3	3	0	5	5	0	1	5	0	5	1	5	1	5	5	0	5	5	3	3	5	5	5	3	4	3	4	6	4	4	5	Christian	Vocational School / Technical College / Communication College (Associate Degree)	3	2	2	10
Female	32	3	3	2	4	4	1	2	1	4	4	4	4	4	4	5	4	4	1	1	A	7	7	7	7	7	2	3	1	7	2	1	7	7	1	1	1	0	0	1	0	10	5	0	0	10	0	5	0	5	5	6	5	3	6	6	2	7	6	7	5	1	1	1	5	7	4	5	4	christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	5	7	1	10
Male	30	5	5	5	5	3	3	4	3	4	4	1	1	2	6	2	2	6	1	1	B	4	3	2	2	2	3	2	2	4	2	1	3	4	3	4	4	0	4	2	3	8	10	0	6	10	0	10	6	10	10	8	10	10	7	5	2	3	7	6	7	5	2	2	7	7	5	6	7	Norse Pagan	University / College / Undergraduate School (Bachelor Degree)	4	1	1	10
Male	59	5	5	1	3	1	3	4	1	7	7	4	7	7	6	5	7	1	4	2	B	1	2	4	1	1	1	1	1	4	1	1	6	4	4	4	4	4	4	3	10	1	0	0	0	1	0	0	0	10	0	1	0	0	10	7	3	1	7	7	7	1	2	1	7	7	7	4	7	christian	Other	8	1	1	0
Female	22	5	5	5	5	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	A	4	4	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	2	1	7	7	7	2	4	3	7	3	5	5	3	Catholic	University / College / Undergraduate School (Bachelor Degree)	1	1	1	0
Female	35	5	5	5	5	5	5	5	5	5	7	7	7	7	7	6	7	7	7	7	A	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	3	4	4	10	10	10	9	10	10	10	7	7	9	10	10	10	10	10	4	7	7	7	7	7	5	7	7	7	7	7	7	7	Islam	Graduate University / Professional School (Master's Degree, Doctoral Degree)	6	8	6	9
Female	36	4	4	3	5	3	1	5	4	4	4	2	2	3	5	6	6	5	6	7	A	3	1	1	1	1	7	1	1	7	1	1	1	1	4	4	4	4	0	-4	0	0	0	10	9	4	0	3	2	2	0	0	0	1	0	6	4	7	4	5	6	5	4	7	4	5	7	7	7	Christian	University / College / Undergraduate School (Bachelor Degree)	3	1	1	0
Female	25	5	5	5	5	5	5	5	3	4	3	6	3	4	6	2	2	7	1	1	B	4	4	3	3	4	2	2	2	2	2	2	2	2	-4	0	3	1	4	2	6	7	5	1	1	6	2	3	4	9	4	7	1	0	7	6	2	7	6	6	7	2	4	1	7	6	4	6	6	N/A	Other	3	8	2	1
Female	30	4	5	4	3	1	1	2	1	6	7	6	7	6	4	5	5	1	4	5	B	6	6	6	6	6	6	6	5	6	6	6	6	7	4	4	4	4	4	4	0	10	10	0	0	10	0	8	0	10	8	9	8	8	10	7	2	3	6	7	6	2	3	2	5	6	4	6	6	FLDS	Vocational School / Technical College / Communication College (Associate Degree)	4	5	5	7
Female	48	1	1	1	4	1	2	3	1	1	1	4	1	1	1	1	1	1	1	1	A	3	4	7	3	4	3	2	1	3	2	1	2	2	-4	-4	-4	-4	-4	-4	0	10	0	0	7	10	0	0	0	5	0	10	3	0	10	7	1	1	7	7	7	1	4	1	6	7	7	6	7	Atheist 	University / College / Undergraduate School (Bachelor Degree)	2	2	1	0
Male	60	1	1	1	3	3	1	1	1	7	7	7	7	4	1	7	7	1	1	7	B	1	4	4	4	4	1	1	1	4	1	1	4	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	7	1	1	7	7	7	1	1	1	7	7	7	7	7	Christianity	Vocational School / Technical College / Communication College (Associate Degree)	5	1	1	10
Male	30	4	4	4	4	3	4	4	3	5	5	3	4	4	5	4	4	4	3	4	B	4	4	4	4	4	4	3	3	4	3	3	4	4	-1	-1	-1	-2	-1	-1	0	6	0	0	0	6	8	0	0	7	0	4	3	0	5	3	3	3	4	4	4	2	4	4	4	5	3	3	4	none	University / College / Undergraduate School (Bachelor Degree)	6	2	1	0
Male	58	1	1	1	4	4	1	1	1	7	6	4	6	6	2	5	4	2	2	4	A	1	2	4	3	3	3	4	1	4	3	1	4	4	4	3	3	4	3	3	0	5	0	0	5	6	0	0	0	7	0	7	0	0	7	5	3	6	3	6	5	3	5	3	4	5	3	4	5	Protestant 	Vocational School / Technical College / Communication College (Associate Degree)	5	2	1	10
Male	35	4	3	1	3	1	1	2	1	3	5	4	5	2	3	2	3	5	2	2	A	4	4	4	4	4	4	4	4	7	4	4	4	4	4	4	4	4	4	4	5	5	0	0	0	2	0	0	0	8	5	3	5	5	6	7	3	3	5	6	7	2	5	3	4	6	5	5	5	Christian 	Other	4	1	1	8
Male	36	4	4	1	5	1	5	5	1	7	5	3	3	7	7	4	5	1	5	2	B	1	1	1	1	1	1	1	1	3	1	1	1	1	2	4	4	0	4	4	10	10	0	0	0	5	0	7	5	10	6	5	8	0	3	7	1	1	7	7	7	1	1	1	7	7	7	7	7	Christian/ other	Other	4	8	1	2
Male	51	3	3	3	4	2	5	4	2	7	6	4	6	4	4	6	4	2	3	3	A	4	3	3	3	4	1	1	1	6	1	1	5	5	-4	-4	-3	-4	-4	-4	0	8	0	0	0	9	0	0	0	6	0	5	1	0	6	6	4	5	6	6	5	3	4	1	3	5	4	3	3	Atheism 	Vocational School / Technical College / Communication College (Associate Degree)	1	1	1	0
Female	26	3	3	3	3	3	3	3	3	4	4	3	1	5	3	4	4	4	4	4	B	1	3	4	3	4	4	3	4	3	4	3	3	3	4	2	2	-2	3	2	7	3	2	3	4	7	3	6	3	4	4	5	5	5	3	5	5	4	4	4	4	4	3	4	4	4	3	4	4	Christian 	University / College / Undergraduate School (Bachelor Degree)	5	6	5	5
Male	50	3	3	2	4	3	2	3	1	4	4	1	4	4	2	6	4	4	2	2	A	2	2	2	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	5	10	10	0	0	5	0	5	0	10	10	10	10	10	10	7	2	1	6	7	6	1	6	1	5	7	6	6	6	Non denomational	Graduate University / Professional School (Master's Degree, Doctoral Degree)	3	8	3	10
Male	31	5	3	3	5	3	4	3	1	4	4	5	4	5	5	4	5	6	5	7	A	4	1	5	4	5	1	1	1	1	1	1	5	4	3	3	4	4	4	4	10	5	5	0	6	9	0	6	6	6	5	10	0	10	10	7	5	3	6	6	6	2	1	3	7	7	3	1	5	Cristin	Junior High School / Middle School	7	1	1	2
Female	37	5	5	3	5	5	4	4	4	1	1	1	1	4	7	1	1	6	1	1	B	3	2	1	1	3	1	1	2	4	1	1	3	3	2	4	4	4	4	4	0	5	10	0	0	7	0	10	0	10	10	8	10	10	10	7	4	2	7	6	6	1	2	1	7	7	7	5	6	Metaphysics/Wicca	University / College / Undergraduate School (Bachelor Degree)	4	2	1	0
Female	22	4	4	4	5	5	5	5	3	5	3	3	2	2	4	2	2	1	1	2	A	7	3	3	2	2	1	1	1	4	1	1	3	2	4	4	4	4	4	4	3	5	0	0	0	6	0	2	8	8	6	6	0	0	4	5	3	3	4	7	5	2	3	2	5	4	7	4	4	Islam	Vocational School / Technical College / Communication College (Associate Degree)	3	2	2	10
Male	36	5	4	5	4	5	5	4	5	7	1	1	1	1	7	7	1	7	1	1	A	7	7	7	7	7	1	1	1	7	1	1	7	7	-4	0	0	0	0	3	0	10	0	0	0	5	0	0	0	10	0	0	0	0	10	7	1	1	7	7	7	1	1	1	7	7	1	7	7	Jewish	University / College / Undergraduate School (Bachelor Degree)	8	3	1	0
Female	27	5	5	5	5	5	5	5	5	5	1	1	1	1	7	1	1	7	1	1	B	5	2	3	2	1	3	1	2	1	1	1	1	1	-4	3	4	4	4	4	1	5	5	0	6	0	0	10	8	7	0	5	5	0	4	4	2	5	7	7	7	7	7	3	7	7	2	7	7	Spiritualist	Junior High School / Middle School	1	1	1	4
Male	57	4	4	1	5	1	1	1	1	7	4	4	7	7	7	1	4	1	5	1	A	7	7	7	3	1	7	1	1	7	3	1	3	1	4	4	4	4	4	4	5	10	0	0	0	0	0	0	0	10	0	10	0	0	10	7	1	1	5	7	5	2	6	1	5	5	6	4	5	Christian	Vocational School / Technical College / Communication College (Associate Degree)	1	1	1	10
Female	39	3	3	3	5	2	3	3	2	5	4	4	4	4	6	3	3	4	4	3	A	1	1	1	1	1	1	1	1	2	1	1	1	1	3	3	3	3	3	4	0	10	8	0	0	10	5	8	5	10	10	10	5	5	10	7	1	2	7	7	7	2	2	1	7	7	6	6	6	Christian 	Vocational School / Technical College / Communication College (Associate Degree)	2	2	1	6
Male	40	5	5	4	5	5	5	5	5	7	7	6	7	7	7	7	7	6	7	7	A	7	1	2	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	3	9	10	0	0	0	6	0	10	2	10	10	9	8	6	9	7	6	1	7	7	7	1	5	1	7	7	7	7	7	Christian 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	2	1	10
Female	29	4	5	4	5	4	5	4	5	5	7	7	7	6	7	7	6	7	6	7	A	6	7	6	7	6	7	6	7	6	7	6	7	7	4	3	4	3	4	3	9	10	8	10	9	10	9	10	8	9	10	10	9	10	9	6	7	6	7	7	6	6	7	6	7	7	6	7	7	other	Graduate University / Professional School (Master's Degree, Doctoral Degree)	8	7	8	2
Male	46	2	2	1	2	2	1	2	1	7	7	3	7	6	1	4	5	5	6	5	A	3	3	3	3	3	4	1	1	5	3	1	4	3	4	4	3	4	4	4	5	7	7	0	0	7	0	0	0	9	0	8	8	0	8	5	5	5	3	5	4	3	5	4	5	4	4	2	2	Christian	University / College / Undergraduate School (Bachelor Degree)	2	1	1	3
Male	40	1	1	1	3	1	1	2	1	7	6	4	5	4	7	3	5	2	5	3	A	5	7	7	4	6	4	6	4	7	4	1	6	6	0	0	0	-1	-1	3	0	9	0	0	0	9	0	0	0	10	0	9	4	0	10	2	5	2	5	5	1	2	6	4	2	6	5	1	2	Christian	Other	1	1	1	0
Male	30	4	4	4	4	4	5	5	3	7	4	7	7	5	7	3	6	3	7	3	A	4	2	6	2	2	1	1	2	3	2	1	2	2	4	4	2	4	4	4	7	6	5	8	4	2	2	3	4	10	8	9	9	9	10	5	4	6	7	6	6	5	2	4	7	7	5	4	7	Islam	Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	6	5	10
Female	33	4	5	4	5	3	5	5	2	5	3	4	3	2	7	2	2	2	1	1	A	2	3	3	4	4	4	1	1	6	3	1	5	6	0	4	4	4	4	0	0	4	0	0	5	6	0	6	0	8	5	8	5	5	9	7	5	1	6	7	6	1	1	1	6	5	5	4	6	Baptist 	Junior High School / Middle School	2	1	1	10
Male	30	5	3	5	5	5	5	5	5	7	4	7	7	7	4	4	4	7	7	7	A	7	4	4	7	4	4	4	7	4	4	4	4	4	0	4	4	0	4	4	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	7	7	7	7	7	7	7	7	7	7	7	7	7	christian	University / College / Undergraduate School (Bachelor Degree)	7	6	5	10
Female	28	5	4	4	4	3	4	5	3	2	1	1	1	2	7	2	6	5	1	1	B	3	1	1	1	1	1	1	1	3	1	1	2	1	-4	3	4	3	4	4	4	0	10	0	5	8	0	10	5	10	10	6	7	10	8	6	1	1	6	7	6	1	2	2	7	7	5	7	7	Buddhist 	University / College / Undergraduate School (Bachelor Degree)	5	6	6	5
Male	40	4	4	3	4	4	4	4	3	7	7	7	7	7	7	7	7	6	6	6	A	5	5	5	6	5	5	5	5	5	6	5	5	6	4	3	3	3	3	3	9	8	8	8	8	8	9	8	9	8	8	8	9	7	9	6	5	2	4	5	6	5	5	4	6	6	6	6	6	christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	6	6	8
Male	39	5	5	5	5	3	1	5	1	1	1	4	1	1	7	1	6	7	1	1	B	7	7	7	7	7	7	7	1	7	1	1	7	7	4	0	4	4	0	-4	5	10	5	0	0	10	0	0	0	10	5	10	0	5	10	2	7	7	1	1	1	7	7	7	7	7	1	7	1	Christian	Vocational School / Technical College / Communication College (Associate Degree)	8	2	1	6
Male	21	3	3	3	5	2	2	3	1	7	3	4	2	3	4	1	2	2	1	1	B	2	3	5	5	5	3	3	2	4	4	1	4	4	0	0	0	0	0	0	2	10	0	0	0	3	0	0	0	5	0	8	0	0	4	5	2	2	5	5	6	2	3	1	3	5	6	4	3	I am agnostic, i dont believe that i know weather or not any god or gods exist.	Vocational School / Technical College / Communication College (Associate Degree)	5	6	4	0
Female	47	5	5	2	4	4	4	4	3	6	6	6	6	6	3	5	6	3	6	5	A	1	2	2	6	5	2	2	2	2	2	1	2	2	4	4	4	4	4	4	0	8	8	0	1	8	1	8	0	3	3	3	3	3	3	5	2	2	6	6	6	6	2	2	6	6	6	6	6	Roman Catholic 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	6	2	1	10
Female	60	4	5	4	5	3	2	4	3	7	6	2	6	5	5	2	2	2	5	3	A	1	1	1	2	1	1	1	1	3	1	1	1	1	4	4	4	4	4	4	2	4	0	0	5	5	0	0	5	10	4	7	4	0	0	7	1	1	6	7	7	1	7	1	7	7	6	4	5	I believe in God the Father	Other	5	2	1	3
Female	25	4	2	1	5	3	1	2	1	3	2	4	3	5	7	1	3	1	3	2	A	1	1	7	1	1	1	1	1	1	1	1	1	1	4	4	0	4	4	4	8	2	0	0	5	7	0	5	7	10	6	8	5	3	8	7	1	2	6	7	7	1	3	1	1	7	7	5	6	Nondenominational Christian	University / College / Undergraduate School (Bachelor Degree)	2	2	1	8
Male	35	4	4	4	5	4	5	5	4	7	7	6	7	7	6	7	7	2	7	7	A	6	5	3	2	2	2	4	4	5	2	2	2	2	4	4	4	4	4	3	2	4	5	0	1	2	1	0	0	0	1	2	1	1	5	7	6	1	7	6	7	2	6	1	6	6	7	6	7	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	8	6	6	10
Male	59	1	1	1	1	1	1	1	1	6	3	1	5	6	6	5	6	1	4	1	A	7	7	1	1	1	1	1	1	7	1	1	1	1	-4	-4	-4	-4	-4	-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	5	5	7	7	3	3	1	7	7	6	5	5	None	University / College / Undergraduate School (Bachelor Degree)	1	1	1	0
Female	33	2	3	5	4	3	3	1	2	3	4	2	5	2	3	4	7	5	3	2	A	2	2	5	3	2	1	5	2	4	3	7	6	3	-1	-1	2	4	-2	-3	2	3	8	5	4	7	4	6	2	10	4	0	7	3	0	1	5	7	4	4	5	4	3	7	4	2	1	2	2	christian 	University / College / Undergraduate School (Bachelor Degree)	2	6	4	4
Female	23	5	5	2	3	2	1	4	1	3	7	3	4	3	3	5	6	3	6	4	A	4	3	3	3	3	3	2	1	3	2	2	1	1	3	3	3	4	3	4	0	0	5	0	0	9	0	5	0	10	5	10	5	0	9	7	1	1	7	7	7	1	1	1	7	7	7	7	7	catholic 	Other	1	1	1	1
Female	35	4	5	3	3	3	4	4	4	4	6	4	5	4	4	5	4	5	4	5	B	3	5	5	3	5	4	5	6	5	4	5	6	4	3	1	1	3	0	1	6	5	9	4	6	5	6	4	5	5	8	3	5	7	6	6	5	3	5	5	6	6	5	6	7	5	6	6	6	Christian 	Vocational School / Technical College / Communication College (Associate Degree)	6	5	6	9
Male	39	3	4	3	4	1	3	5	1	4	2	4	4	2	5	6	5	4	1	4	A	1	1	1	1	1	1	1	1	4	1	1	1	1	-1	3	2	2	2	4	0	6	0	0	0	8	0	0	0	8	0	6	0	0	6	6	1	4	7	7	7	3	3	3	5	7	6	7	7	Undecided	Graduate University / Professional School (Master's Degree, Doctoral Degree)	6	2	1	1
Female	20	5	5	5	5	4	5	5	3	6	2	3	2	1	7	1	1	6	1	2	A	4	7	7	5	4	3	2	3	7	4	3	5	5	-2	3	0	3	3	3	0	8	0	0	0	6	0	0	0	9	6	9	6	5	8	7	2	2	7	7	6	2	3	1	7	7	7	7	7	Do not practice 	University / College / Undergraduate School (Bachelor Degree)	1	1	1	0
Female	51	3	3	2	5	1	3	2	1	7	4	4	6	3	7	2	4	1	4	3	A	1	1	1	1	1	1	1	1	4	1	1	1	1	4	4	4	4	4	4	2	7	5	0	5	6	2	5	5	7	5	7	3	0	5	6	3	2	5	7	6	4	5	1	7	6	7	4	4	LDS	Graduate University / Professional School (Master's Degree, Doctoral Degree)	3	1	1	10
Female	24	4	4	2	5	2	4	3	2	4	4	4	5	5	2	5	4	3	4	4	A	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	3	2	2	1	5	1	8	2	5	1	7	2	5	7	5	5	5	5	7	1	1	5	5	6	2	6	1	6	6	7	5	5	do not have one 	Vocational School / Technical College / Communication College (Associate Degree)	1	1	1	6
Female	27	5	5	5	5	5	5	5	5	7	7	7	7	7	7	7	7	7	7	7	A	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	7	7	7	7	7	7	7	7	7	7	7	7	7	Catholic 	Vocational School / Technical College / Communication College (Associate Degree)	7	1	1	5
Female	44	5	5	5	5	2	2	5	2	6	7	7	7	7	4	4	5	5	5	5	B	7	3	7	5	4	4	1	1	7	1	1	1	1	4	3	4	4	4	4	5	5	5	0	2	2	1	1	2	5	5	5	5	5	1	6	5	5	5	4	3	3	4	4	4	4	4	4	4	Na	Vocational School / Technical College / Communication College (Associate Degree)	4	2	1	1
Female	21	2	3	2	5	5	5	5	3	4	4	4	3	4	6	4	7	4	3	4	B	2	1	2	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3	0	0	0	3	5	5	0	0	5	0	5	0	0	5	7	5	1	5	7	5	6	7	1	6	5	7	7	7	Baptist 	Junior High School / Middle School	4	1	1	1
Female	48	3	3	2	4	1	3	3	1	5	4	4	4	5	7	2	4	5	4	2	B	2	2	2	1	2	1	1	1	3	1	1	1	1	0	0	4	2	2	1	6	7	0	0	0	7	0	0	0	8	5	6	5	5	8	7	1	1	7	7	7	1	1	1	7	7	7	7	7	Spiritual, not religious	University / College / Undergraduate School (Bachelor Degree)	5	3	1	0
Male	59	3	3	1	3	4	2	5	3	4	3	2	5	5	6	4	5	7	4	2	A	2	1	5	6	3	3	3	1	6	5	1	3	4	3	4	4	3	3	3	2	0	0	0	1	2	0	2	2	5	5	3	0	2	4	7	6	2	7	6	6	2	3	1	7	7	7	5	6	lutheran	Junior High School / Middle School	1	1	1	0
Female	20	4	4	2	3	3	5	4	3	2	3	7	3	6	7	4	3	5	3	4	A	2	1	1	1	1	1	1	1	4	1	1	1	1	4	3	4	4	4	0	5	4	3	7	6	3	2	1	1	10	7	5	5	6	9	6	1	1	6	4	5	1	2	1	4	3	4	4	6	roman catholic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	1	1	1	3
Female	20	5	4	2	5	4	3	3	2	6	4	6	5	7	1	1	7	4	1	3	A	4	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	0	0	0	0	0	5	0	0	0	7	1	0	0	0	2	7	4	3	6	6	7	3	5	1	7	5	7	3	7	Christian	Vocational School / Technical College / Communication College (Associate Degree)	2	2	1	10
Male	40	4	4	4	5	4	2	4	2	6	2	1	1	3	3	6	4	5	1	5	A	2	2	2	2	3	3	1	1	5	2	1	2	2	4	4	4	4	4	4	1	10	0	0	3	10	0	3	0	8	8	7	8	6	10	7	2	1	7	7	6	1	2	1	7	6	7	6	7	Buddhist	Vocational School / Technical College / Communication College (Associate Degree)	5	2	1	1
Male	37	5	4	1	4	1	1	1	1	7	5	4	5	3	5	2	5	3	4	3	A	7	7	4	2	4	4	4	4	4	4	4	4	4	1	0	1	1	1	2	0	10	10	0	0	0	0	0	0	10	0	10	10	10	10	5	5	5	5	5	5	5	5	5	5	5	3	5	5	Catholic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	2	1	1	6
Female	24	4	5	3	5	5	3	4	4	3	6	1	6	3	7	7	7	7	5	1	A	3	1	1	1	3	1	1	3	7	1	1	4	7	4	4	4	3	4	4	0	7	7	0	0	8	0	10	8	10	10	10	10	0	7	7	4	5	7	7	7	7	3	1	7	7	4	7	7	Catholic	Vocational School / Technical College / Communication College (Associate Degree)	4	7	2	2
Female	20	4	4	3	5	5	5	4	4	7	7	4	7	7	2	6	7	2	7	3	A	1	1	2	1	1	1	1	1	3	1	1	2	1	4	4	4	4	4	4	1	8	0	0	0	9	0	0	0	10	0	10	0	0	10	6	5	6	4	7	4	5	4	4	3	4	3	2	3	christian	University / College / Undergraduate School (Bachelor Degree)	2	1	1	10
Female	30	4	4	4	5	4	4	4	4	6	6	6	5	6	6	5	5	6	5	6	A	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	3	2	3	6	8	9	7	8	8	8	9	7	10	9	9	4	4	8	5	4	4	5	5	5	5	5	5	7	5	4	6	5	catholic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	3	3	4	4
Male	26	2	2	1	2	5	5	2	5	6	7	7	7	7	4	6	4	4	6	6	A	4	1	5	1	1	4	7	1	4	1	1	7	7	4	4	4	0	0	4	10	10	10	10	5	5	10	10	10	5	10	5	10	10	10	2	4	4	4	5	5	4	4	4	4	4	4	3	4	Self Thinker	Junior High School / Middle School	5	2	2	10
Female	46	5	5	3	4	1	2	3	1	2	2	2	2	1	7	2	1	4	2	2	B	5	7	6	6	6	6	4	1	5	6	1	6	6	3	3	4	3	3	4	0	4	10	0	0	6	0	5	0	10	5	5	5	5	6	5	5	5	5	4	4	5	4	4	5	5	6	1	4	N/A	Junior High School / Middle School	2	1	1	4
Male	29	3	4	2	5	3	4	4	2	7	3	1	3	3	5	3	5	5	3	3	A	2	3	4	3	3	2	1	1	1	1	1	3	1	3	3	4	3	3	4	0	8	0	0	1	6	0	0	2	6	0	6	2	0	2	7	1	2	7	7	7	1	1	2	5	7	7	7	7	N/A	Other	2	1	1	0
Male	24	4	5	3	3	3	3	4	4	4	3	4	4	3	7	3	4	5	3	2	B	3	2	4	3	3	2	2	3	3	3	2	4	2	3	3	4	4	4	3	6	8	7	0	4	6	2	4	4	10	10	9	9	7	9	7	4	2	3	7	7	1	4	2	7	7	7	4	5	christian	University / College / Undergraduate School (Bachelor Degree)	1	1	1	10
Female	27	4	4	2	4	4	4	4	3	5	5	3	2	2	7	2	4	5	4	1	A	3	2	4	1	2	1	1	1	5	1	1	2	2	-4	-4	1	1	1	1	3	5	9	0	6	8	1	6	6	10	6	6	6	3	7	5	2	4	5	5	5	3	4	3	5	5	3	5	5	None	University / College / Undergraduate School (Bachelor Degree)	4	4	1	0
Male	57	3	3	1	3	3	3	3	1	6	4	4	6	5	4	4	4	4	4	4	B	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	0	5	0	0	5	5	0	0	0	5	0	0	0	0	5	5	1	4	7	4	5	2	6	2	6	7	4	5	6	Methodist	Graduate University / Professional School (Master's Degree, Doctoral Degree)	2	1	1	4
Male	59	5	5	1	4	1	1	4	1	7	7	3	7	6	7	7	6	1	7	5	A	1	1	3	4	3	1	2	1	5	5	4	4	4	4	1	4	4	4	4	0	10	1	0	0	10	0	0	0	10	0	10	0	0	10	7	1	1	7	7	7	1	1	1	7	7	5	7	7	BAPTIST	Junior High School / Middle School	1	1	1	2
Female	42	2	3	2	5	4	4	4	1	5	6	1	3	4	3	5	5	1	1	2	A	1	1	1	1	1	1	1	1	7	1	1	7	7	4	3	4	4	4	4	10	10	0	0	0	3	2	0	4	2	1	2	0	0	3	5	2	7	7	4	7	3	1	4	5	7	5	5	6	Spiritual	Other	6	3	1	1
